Abril	<i>name</i><br><ol><li>April</li></ol>
maanyag|maányag	<i>adj</i><br><ol><li>beautiful, seemly, pretty</li></ol>
maaslum	<i>adj</i><br><ol><li>sour</li></ol>
maayo	<i>adj</i><br><ol><li>good</li></ol>
maayo-ayo|maayó-áyo	<i>adj</i><br><ol><li>beautiful, seemly, pretty</li><li>nice, engaging</li></ol>
maayong gab-i|maáyong gáb-i	<i>noun</i><br><ol><li>good evening</li></ol>
mabahaw|mabáhaw	<i>adj</i><br><ol><li>stale, old</li></ol>
mabasa|mabasâ	<i>adj</i><br><ol><li>damp; moist; dank; humid</li></ol>
mabinantayon|mabinantáyon	<i>adj</i><br><ol><li>watchful</li></ol>
mabug-at	<i>adj</i><br><ol><li>heavy</li></ol>
mabulakon|mabulákon	<i>adj</i><br><ol><li>flowery, to smell of flowers</li><li>full of flowers</li></ol>
madanlog|madánlog	<i>adj</i><br><ol><li>elusive, or slippery</li></ol>
maduyug|madúyug	<i>adj</i><br><ol><li>attracted</li><li>biased, prejudiced, predisposed</li></ol>
maganas|maganás	<i>adj</i><br><ol><li>tasteless, insipid</li></ol>
magarot|magarót	<i>adj</i><br><ol><li>noisy, boistrous</li><li>gabbling</li><li>dense, crowded</li></ol>
magbulig|magbúlig	<i>verb</i><br><ol><li>to aid, to help</li></ol>
maghatag sing kinahanglan|maghátag sing kinahánglan	<i>verb</i><br><ol><li>supply</li></ol>
mahagup|mahagúp	<i>adj</i><br><ol><li>tame, docile, gentle</li></ol>
maidlak|maídlak	<i>adj</i><br><ol><li>glittering or sparkling</li></ol>
maingol|maíngol	<i>adj</i><br><ol><li>rare, scarce</li></ol>
mainit	<i>adj</i><br><ol><li>hot</li></ol>
mainpolon|manipólon	<i>adj</i><br><ol><li>round</li></ol>
mais|maís	<i>noun</i><br><ol><li>maize; corn</li></ol>
maitum	<i>adj</i><br><ol><li>black</li></ol>
makakululba|makakulúlbà	<i>adj</i><br><ol><li>intimidating, disconcerting</li><li>causing nervousness or shyness</li></ol>
malipayon	<i>adj</i><br><ol><li>happy</li></ol>
malolot|malólot	<i>adj</i><br><ol><li>affectionate, tender</li></ol>
mamaw	<i>noun</i><br><ol><li>elf; goblin; sprite; fairy; ghost; etc.</li></ol>
man-og	<i>noun</i><br><ol><li>snake</li></ol>
mananap	<i>noun</i><br><ol><li>animal</li></ol>
mangga|mángga	<i>noun</i><br><ol><li>mango (fruit)</li><li>sleeve</li></ol>
mango|mangô	<i>noun</i><br><ol><li>(derogatory) Idiot.</li></ol><br><i>adj</i><br><ol><li>Stupid, foolish.</li></ol>
manipis	<i>adj</i><br><ol><li>thin</li></ol>
manok	<i>noun</i><br><ol><li>chicken</li></ol>
manol|manól	<i>adj</i><br><ol><li>ignorant</li></ol><br><i>noun</i><br><ol><li>ignoramus</li></ol>
mapait	<i>adj</i><br><ol><li>bitter</li></ol>
mapiguson|mapigusón	<i>adj</i><br><ol><li>harsh</li></ol>
mapinatopatoon|mapinatôpóon	<i>adj</i><br><ol><li>creative, imaginative, inventive</li></ol>
mapinatuboon|mapinatubóon	<i>adj</i><br><ol><li>(of soil) good, fertile, productive</li></ol>
marabo|marabó	<i>adj</i><br><ol><li>tasty, savoury</li></ol>
maragomo|maragomó	<i>adj</i><br><ol><li>short with someone</li></ol>
maramig|maramíg	<i>adj</i><br><ol><li>cold, stiff</li></ol>
mata	<i>noun</i><br><ol><li>(anatomy) eye (organ)</li></ol>
mataas|matáas	<i>adj</i><br><ol><li>elevated, high, lofty, ranking, tall</li></ol>
matahum|matahúm	<i>adj</i><br><ol><li>beautiful, seemly, pretty</li></ol>
matalaw|matálaw	<i>adj</i><br><ol><li>cowardly, scared, timid</li></ol>
matam-is	<i>adj</i><br><ol><li>sweet</li></ol>
matataas|matatáas	<i>adj</i><br><ol><li>high, exalted</li></ol>
matay	<i>verb</i><br><ol><li>to die</li></ol>
matápan	<i>noun</i><br><ol><li>flat, level, plain</li></ol>
mga|mgá	<i>article</i><br><ol><li>used to pluralize nouns: -s, -es;</li></ol>
milok|milók|amimilók	<i>noun</i><br><ol><li>eyelash</li></ol>
munga	<i>noun</i><br><ol><li>hen</li></ol>
musika	<i>noun</i><br><ol><li>music</li></ol>
namit	<i>adj</i><br><ol><li>delicious</li></ol>
napulo|napulò	<i>num</i><br><ol><li>ten</li></ol>
napulo'g anum	<i>num</i><br><ol><li>sixteen</li></ol>
napulo'g apat	<i>num</i><br><ol><li>fourteen</li></ol>
napulo'g duha|napulo'g duhá	<i>num</i><br><ol><li>twelve</li></ol>
napulo'g isa|napulo'g isá	<i>num</i><br><ol><li>eleven</li></ol>
napulo'g lima|napulo'g limá	<i>num</i><br><ol><li>fifteen</li></ol>
napulo'g pito|napulo'g pitó	<i>num</i><br><ol><li>seventeen</li></ol>
napulo'g siyam|napulo'g siyám	<i>num</i><br><ol><li>nineteen</li></ol>
napulo'g tatlo|napulo'g tatló	<i>num</i><br><ol><li>thirteen</li></ol>
napulo'g walo|napulo'g waló	<i>num</i><br><ol><li>eighteen</li></ol>
ngaa|ngáa	<i>adv</i><br><ol><li>why</li></ol>
ngalan|ngálan	<i>noun</i><br><ol><li>name</li></ol>
ngithil|ngíthil	<i>verb</i><br><ol><li>to whine, whimper</li></ol>
nipa	<i>noun</i><br><ol><li>nipa palm</li></ol>
numero|número	<i>noun</i><br><ol><li>number</li></ol>
okra	<i>noun</i><br><ol><li>okra (Abelmoschus esculentus)</li></ol>
paalam|paálam	<i>intj</i><br><ol><li>goodbye</li></ol><br><i>verb</i><br><ol><li>to warn or caution</li></ol>
pabrika|pábrika	<i>noun</i><br><ol><li>factory, mill</li></ol>
pader|padér	<i>noun</i><br><ol><li>stone or concrete wall or fence</li></ol>
padugi|padúgì	<i>noun</i><br><ol><li>method</li></ol>
paglaum	<i>noun</i><br><ol><li>hope</li></ol>
pahalin|pahálin|pahalín	<i>verb</i><br><ol><li>to depart or leave</li><li>to fire or oust</li></ol>
pahat|pahát-páhat	<i>verb</i><br><ol><li>to share; to divide</li></ol>
paka	<i>noun</i><br><ol><li>frog</li></ol>
palangga ta ka	<i>phrase</i><br><ol><li>I love you</li></ol>
pamuyayaw|pumuyáyaw	<i>verb</i><br><ol><li>To curse and swear.</li></ol>
pananglitan|pananglítan	<i>noun</i><br><ol><li>an analogy, example, or illustration</li></ol>
pangalikog|pangalikóg|pangalíkog	<i>noun</i><br><ol><li>a probe</li></ol>
panganud	<i>noun</i><br><ol><li>cloud</li></ol>
pasahi|pasáhi|pasahî	<i>adj</i><br><ol><li>extraordinary, exceptional, remarkable</li><li>uncommon, noteworthy</li></ol><br><i>noun</i><br><ol><li>passage</li><li>fare or ticket</li><li>passage (of a book)</li><li>anecdote (of one's own life)</li></ol><br><i>verb</i><br><ol><li>the act of being extraordinary, to complete a task in an extraordinary fashion</li></ol>
patalum|patalúm	<i>verb</i><br><ol><li>To sharpen or hone a blade</li></ol>
patani|patánì	<i>noun</i><br><ol><li>lima beans</li></ol>
patatas|patátas	<i>noun</i><br><ol><li>potato</li></ol>
patron|patrón	<i>noun</i><br><ol><li>patron saint</li></ol>
payong	<i>noun</i><br><ol><li>umbrella</li></ol>
pelikula|pelíkula	<i>noun</i><br><ol><li>pellicle; film</li><li>film; movie; motion picture</li></ol>
petsay	<i>noun</i><br><ol><li>Chinese cabbage (either napa cabbage or bok choy)</li></ol>
pigaw|pígaw	<i>adj</i><br><ol><li>frail, weak</li></ol>
pigtot|pígtot	<i>noun</i><br><ol><li>coccyx; tailbone</li></ol>
pikoy|pikóy	<i>noun</i><br><ol><li>parrot</li></ol>
pilak	<i>noun</i><br><ol><li>silver</li></ol><br><i>verb</i><br><ol><li>to throw</li></ol>
pildoras|pildorás|píldoras	<i>noun</i><br><ol><li>pill</li></ol>
pililion|pililión	<i>noun</i><br><ol><li>nominee, one who isworthy or desirable to be chosen</li></ol>
pito	<i>num</i><br><ol><li>seven</li></ol><br><i>noun</i><br><ol><li>whistle; pipe (musical instrument)</li><li>catcall</li></ol>
pobre	<i>adj</i><br><ol><li>poor</li></ol><br><i>noun</i><br><ol><li>a beggar; a mendicant</li></ol>
polbora|pólbora	<i>noun</i><br><ol><li>gunpowder</li></ol>
premyo|prémyo	<i>noun</i><br><ol><li>prize</li></ol>
probinsya|probínsya	<i>noun</i><br><ol><li>province</li></ol>
pulu|pulû	<i>noun</i><br><ol><li>island; isle; islet</li></ol>
pulut|pamúlut|pulút|pamulut	<i>adj</i><br><ol><li>(of rope) firmly twisted</li><li>(of liquid) thick</li></ol><br><i>verb</i><br><ol><li>to thicken</li><li>to pick up from the floor or ground</li></ol>
punoan|punoán	<i>noun</i><br><ol><li>(of authorities) chief, head</li></ol>
punse|púnse	<i>noun</i><br><ol><li>a mixed alcoholic drink</li></ol>
puok|puók	<i>noun</i><br><ol><li>district, territory</li><li>place</li></ol>
puol|puól	<i>noun</i><br><ol><li>snail</li></ol>
ra-ing|ra-íng	<i>adj</i><br><ol><li>dirty, grimy, soiled. sullied</li></ol><br><i>noun</i><br><ol><li>dirt, grime</li></ol>
ramay|ramáy	<i>noun</i><br><ol><li>rice</li></ol>
rami|ramî	<i>adj</i><br><ol><li>pliable, soft</li></ol>
ramig|ramíg	<i>adj</i><br><ol><li>cold</li></ol>
rason|rasón	<i>noun</i><br><ol><li>(of thought) faculty of thinking, reasoning</li><li>explanation, account</li></ol>
relihion|relihiyón	<i>noun</i><br><ol><li>religion</li></ol>
sabak|sábak	<i>noun</i><br><ol><li>lap</li></ol><br><i>verb</i><br><ol><li>to take [a child] on one's lap</li></ol>
sabat|sabát	<i>noun</i><br><ol><li>answer; reply</li></ol>
sabila|sabilá	<i>noun</i><br><ol><li>aloe</li></ol>
sablay|sabláy	<i>verb</i><br><ol><li>to hang clothing over a chair</li></ol>
sablayan|sabláyan	<i>noun</i><br><ol><li>clothesline</li></ol>
sabtanay|sabtánay	<i>verb</i><br><ol><li>to answer</li></ol>
sag-ang	<i>noun</i><br><ol><li>(anatomy) chin</li></ol>
sagad	<i>noun</i><br><ol><li>specialist</li></ol>
sagahay	<i>adj</i><br><ol><li>overflowing</li></ol>
saging	<i>noun</i><br><ol><li>banana; plantain</li></ol>
sagup	<i>verb</i><br><ol><li>rescue, save</li></ol>
sagupra|sagúpra	<i>adj</i><br><ol><li>rough</li></ol>
sakayanon	<i>noun</i><br><ol><li>mariner, sailor, seaman</li></ol>
sal-on	<i>verb</i><br><ol><li>catch</li></ol>
salakay	<i>noun</i><br><ol><li>invasion</li></ol>
salaming	<i>noun</i><br><ol><li>mirror</li></ol>
salamwanan	<i>adj</i><br><ol><li>choosy</li></ol>
salapi	<i>noun</i><br><ol><li>cash, coin</li></ol>
salbabida	<i>noun</i><br><ol><li>life preserver; life jacket; life buoy</li></ol>
salug	<i>noun</i><br><ol><li>floor</li></ol>
samit|samít	<i>verb</i><br><ol><li>taste</li></ol>
samong	<i>noun</i><br><ol><li>obstacle</li></ol>
sampal|sampál	<i>noun</i><br><ol><li>slap on the face</li></ol>
sanga	<i>noun</i><br><ol><li>branch</li></ol>
sansaw|sánsaw	<i>noun</i><br><ol><li>grass jelly</li><li>grass jelly drink</li><li>light; easy; without worry or trouble</li></ol>
sapding|sápding	<i>verb</i><br><ol><li>touch, graze, come in contact with</li></ol>
saramaylo|saramáylo	<i>adj</i><br><ol><li>confused</li><li>awkward, clumsy, dull, stupid</li></ol>
saylo|sayló-sáylo	<i>verb</i><br><ol><li>to go over; to change place</li><li>to pass by</li></ol>
semana|semána	<i>noun</i><br><ol><li>week</li></ol>
sentimyento	<i>noun</i><br><ol><li>sentiment</li></ol>
seremonya	<i>noun</i><br><ol><li>ceremony</li></ol>
serip	<i>noun</i><br><ol><li>sheriff</li></ol>
sibat	<i>noun</i><br><ol><li>spear</li></ol>
sibuyas	<i>noun</i><br><ol><li>onion</li></ol>
sidlangan	<i>noun</i><br><ol><li>east</li></ol><br><i>adj</i><br><ol><li>east; eastern</li></ol>
sidra|sídra	<i>noun</i><br><ol><li>citron</li><li>cider</li></ol>
sielo|siélo	<i>noun</i><br><ol><li>heaven, firmament, sky</li></ol>
siko	<i>noun</i><br><ol><li>elbow</li></ol>
sila	<i>pron</i><br><ol><li>they</li></ol>
sin-o|sín-o	<i>pron</i><br><ol><li>who</li></ol>
sinelas	<i>noun</i><br><ol><li>slipper; flip-flop</li></ol>
sirip|sírip	<i>noun</i><br><ol><li>sheriff.</li></ol>
siya	<i>pron</i><br><ol><li>he</li></ol>
siyam|siyám	<i>num</i><br><ol><li>nine</li></ol>
sobre	<i>noun</i><br><ol><li>envelope</li><li>excess</li></ol>
sokla|sóklà	<i>noun</i><br><ol><li>silk</li></ol>
solang|soláng	<i>noun</i><br><ol><li>(anatomy) chin</li></ol>
soldado	<i>noun</i><br><ol><li>soldier</li></ol>
suba	<i>noun</i><br><ol><li>river</li></ol>
subay	<i>noun</i><br><ol><li>ant</li></ol>
subong	<i>adv</i><br><ol><li>now</li></ol>
sugod	<i>verb</i><br><ol><li>to begin</li></ol>
sulod	<i>noun</i><br><ol><li>inside</li></ol>
sulog	<i>noun</i><br><ol><li>rooster</li></ol>
sumalayhaw	<i>noun</i><br><ol><li>cockerel; young cock</li></ol>
sun-adan|sun-adán	<i>noun</i><br><ol><li>fireplace</li></ol>
sundang	<i>noun</i><br><ol><li>a type of bolo knife</li></ol>
sungay	<i>noun</i><br><ol><li>horn</li></ol>
sunlog	<i>noun</i><br><ol><li>tease</li></ol>
suyak|súyak	<i>noun</i><br><ol><li>thorn</li></ol>
taas|táas	<i>noun</i><br><ol><li>height</li></ol>
tagipusoon	<i>noun</i><br><ol><li>the heart</li></ol>
tagipusuon	<i>noun</i><br><ol><li>(anatomy) heart</li></ol>
tagna	<i>noun</i><br><ol><li>foretell; forecast</li></ol>
tahum|tahúm	<i>noun</i><br><ol><li>beauty, prettiness, attractiveness</li></ol><br><i>adj</i><br><ol><li>beautiful, pretty, attractive, gorgeous, lovely</li></ol>
takuri|takurí	<i>noun</i><br><ol><li>kettle</li></ol>
tampis|támpis	<i>noun</i><br><ol><li>apron, skirt</li></ol>
tampok|támpok	<i>noun</i><br><ol><li>elite</li></ol>
tampulanga|tampulánga	<i>noun</i><br><ol><li>(botany) hibiscus</li></ol>
tanan	<i>adj</i><br><ol><li>all</li></ol>
tanang|tanáng	<i>adj</i><br><ol><li>overripe, rotten</li></ol>
tandaan|tandáan	<i>noun</i><br><ol><li>sign, signal</li><li>mark, note</li></ol>
tandog|tándog	<i>verb</i><br><ol><li>feel, touch</li></ol>
tanga|tangâ|tánga	<i>noun</i><br><ol><li>cockroach</li></ol><br><i>verb</i><br><ol><li>To raise one's eyes.</li></ol>
tanhaga|tanhágà	<i>adj</i><br><ol><li>extraordinary, marvelous, wonderful</li></ol><br><i>noun</i><br><ol><li>marvel, wonder</li></ol>
tanyag|tányag	<i>verb</i><br><ol><li>offer, proffer</li></ol>
tapan	<i>verb</i><br><ol><li>to level or make even</li></ol>
tarasak|patarasak	<i>adj</i><br><ol><li>thoughtless; careless</li><li>happy-go-lucky; nonchalant</li></ol>
tatlo|tátlo	<i>num</i><br><ol><li>three</li></ol>
tawo	<i>noun</i><br><ol><li>a man; a person; a human</li></ol>
taya|táyà|tayâ	<i>noun</i><br><ol><li>bet, wager</li></ol><br><i>verb</i><br><ol><li>to shield</li><li>to take a defensive position</li></ol>
tayobong|tayóbong	<i>noun</i><br><ol><li>a type of plant, the roots are used for making glue and starch</li></ol>
tayoyon	<i>adj</i><br><ol><li>continuous, steady, without pause</li></ol>
telepono|telépono|teleponó	<i>noun</i><br><ol><li>telephone</li></ol><br><i>verb</i><br><ol><li>to call or telephone another person</li></ol>
teolohia|teolohía	<i>noun</i><br><ol><li>theology</li></ol>
tesorero|tesoréro	<i>noun</i><br><ol><li>treasurer</li></ol>
tibakla	<i>noun</i><br><ol><li>grasshopper</li></ol>
tibunog|tibúnog	<i>adj</i><br><ol><li>fat, plump, stout</li></ol>
tigilinit|tigilinít	<i>noun</i><br><ol><li>summer</li></ol>
tiil	<i>noun</i><br><ol><li>(anatomy) foot</li></ol>
tiilan|tiilán	<i>adj</i><br><ol><li>the lower part of</li></ol><br><i>noun</i><br><ol><li>foot</li></ol>
tiki	<i>noun</i><br><ol><li>common house gecko</li></ol>
tikling|tiklíng	<i>noun</i><br><ol><li>crane</li></ol>
tikoy	<i>noun</i><br><ol><li>nian gao (a Chinese New Year cake made of glutinous rice flour)</li></ol>
tililawan|tililáwan	<i>noun</i><br><ol><li>test, trial</li></ol>
tilinguhaon|tilinguhaón	<i>adj</i><br><ol><li>worthwhile</li></ol>
timaan	<i>noun</i><br><ol><li>symbol</li></ol>
timawa|timáwà	<i>noun</i><br><ol><li>A citizen or member of a community</li></ol><br><i>verb</i><br><ol><li>To free or liberate</li></ol>
timbangan|timbángan	<i>noun</i><br><ol><li>scale</li><li>a constellation of stars</li></ol>
timbolog|timbólog	<i>adj</i><br><ol><li>round, spherical</li></ol>
tindak|tíndak	<i>noun</i><br><ol><li>kick</li></ol><br><i>verb</i><br><ol><li>To kick</li></ol>
tingulan|tingulán	<i>noun</i><br><ol><li>rainy season; wet season; monsoon season</li></ol>
tipolon|tipólon	<i>adj</i><br><ol><li>round, spherical</li></ol>
tiyan|tiyán	<i>noun</i><br><ol><li>(anatomy) abdomen; belly; paunch</li></ol>
toktok	<i>noun</i><br><ol><li>beak; bill</li><li>rust</li></ol><br><i>verb</i><br><ol><li>to peck</li><li>to knock</li><li>to chop up; to mince; to cut up to small pieces</li><li>to rust</li></ol>
too|toó	<i>adj</i><br><ol><li>dexter, right</li></ol>
tornilyo|tornílyo	<i>noun</i><br><ol><li>a screw, specifically propeller screw</li></ol>
toro|tóro	<i>noun</i><br><ol><li>bull, ox</li></ol>
torpe|tórpe	<i>adj</i><br><ol><li>slow, dull, or stupid</li><li>indecent, lewd</li></ol>
tubig|túbig	<i>noun</i><br><ol><li>water</li></ol><br><i>verb</i><br><ol><li>water</li></ol>
tudlo	<i>noun</i><br><ol><li>(anatomy) finger</li></ol>
tudlo sang dalaga|túdlò sang dalága	<i>noun</i><br><ol><li>A type of banana</li></ol>
tugot	<i>verb</i><br><ol><li>to allow</li></ol>
tuhod	<i>noun</i><br><ol><li>(anatomy) knee</li></ol>
tuig|túig	<i>noun</i><br><ol><li>year</li></ol>
tuig-tuig|tuíg-túig	<i>adj</i><br><ol><li>yearly, annual: happening once a year</li></ol>
tuko	<i>noun</i><br><ol><li>gecko</li></ol>
tul-an	<i>noun</i><br><ol><li>bone</li></ol>
tunok	<i>noun</i><br><ol><li>thorn</li></ol>
tuo	<i>verb</i><br><ol><li>to believe</li></ol>
tuô	<i>adj</i><br><ol><li>right (as in a direction)</li></ol>
ugangan	<i>noun</i><br><ol><li>parent-in-law</li></ol>
ugtu	<i>noun</i><br><ol><li>noon</li></ol>
uhaw	<i>noun</i><br><ol><li>thirst</li></ol>
ulan	<i>noun</i><br><ol><li>rain</li></ol>
ulo	<i>noun</i><br><ol><li>(anatomy) head</li></ol>
ulod	<i>noun</i><br><ol><li>worm</li></ol>
unsa|únsa	<i>noun</i><br><ol><li>ounce</li></ol>
urang|uráng	<i>noun</i><br><ol><li>shrimp; prawn</li></ol>
urok|urók	<i>noun</i><br><ol><li>young pig; piglet</li></ol>
usa	<i>noun</i><br><ol><li>deer</li></ol>
utak|uták	<i>noun</i><br><ol><li>knife; bolo</li></ol>
utod	<i>noun</i><br><ol><li>sibling</li></ol>
utok	<i>noun</i><br><ol><li>(anatomy) brain (organ)</li></ol>
utud|utúd|utúd-útud	<i>noun</i><br><ol><li>Something that is either cut off or broken off; sibling.</li></ol>
uy|úy	<i>intj</i><br><ol><li>(contempt or disgust) fie, nonsense</li></ol>
uyang	<i>noun</i><br><ol><li>grandmother</li></ol>
uyon	<i>verb</i><br><ol><li>to agree</li></ol>
waay|waáy	<i>adj</i><br><ol><li>without</li></ol>
wala|wálà|walá|walâ	<i>noun</i><br><ol><li>no one, nothing</li></ol><br><i>verb</i><br><ol><li>to lack</li><li>to disappear or be gone and nonexistent</li><li>deny</li><li>gainsay</li><li>forgive, forget the wrongdoings of another</li></ol><br><i>adj</i><br><ol><li>left (the west side of the body when one is facing north)</li></ol>
walo|waló	<i>num</i><br><ol><li>eight</li></ol>
wasay	<i>noun</i><br><ol><li>axe</li></ol>
wayang|wayáng	<i>noun</i><br><ol><li>open plain, extensive grounds in a broad valley, or the like</li></ol>
yahong	<i>noun</i><br><ol><li>bowl</li></ol>
yawa|yawà|yawà!	<i>noun</i><br><ol><li>devil; evil spirit; demon</li></ol><br><i>intj</i><br><ol><li>(vulgar) Term of abuse</li></ol>
